최저가,품목,밴드형태,네트워크,화면크기,해상도,화면종류,화면,블루투스버전,내장OS,호환가능OS,--,--,램,내장메모리,--,항목,--,--,건강관리,--,--,부가기능,방수기능,--,사용시간,--,--,배터리종류,배터리용량,재질,무게,--,--,--,--,--,--,--,--
486040,스마트워치,밴드교체형,무선랜(WiFi),368x448,OLED,터치스크린,블루투스5.0,,,듀얼코어,16G내장,,"호흡가이드, 운동동작인식, 이동거리측정, 심박측정, 칼로리측정, 만보계",,,"기온, 넘어짐 감지, 심박센서, 주변광센서, GPS, 자이로센서, 가속계센서, 고도센서, 기압센서",음악플레이어,방수(최대50m),18시간,,,,,,,,,,,,,,,,,,,,
42300,스마트워치,밴드일체형,터치스크린,블루투스4.0,"iOS7.0이상, 안드로이드5.0.1이상",,"문자, 전화",,,만보계,,,"원격촬영, 알람설정",생활방수,,290mAh,168g,,,,,,,,,,,,,,,,,,,,,,
241240,스마트워치,"1.39""",400x400,AM-OLED,"블루투스3.0, 블루투스4.0",,쿼드코어,1G,16G내장,200만화소,,,"알람, 문자, 전화",,,"달리기, 사이클링",,,"GPS, 날씨, 앱설치(구글플레이), 응급메시지전송",생활방수(IP68),,100g,,,,,,,,,,,,,,,,,
52320,스마트워치,밴드일체형,,"문자, 전화",,,"혈압측정, 달리기, 사이클링, 심박측정",,,원격촬영(iOS미지원),생활방수(IP67),,7일,,,180mAh,,,,,,,,,,,,,,,,,,,,,,,
22662,스마트워치,"1.3""",240x240,IPS,블루투스,"안드로이드5.1이상, iOS9.0이상","SNS, 알람, 문자, 전화",,,"이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 만보계",,,생활방수(IP68),,,최대5일,,,160mAh,,,,,,,,,,,,,,,,,,,,
1860000,스마트워치,밴드교체형,무선랜(WiFi),368x448,OLED,터치스크린,블루투스5.0,,,32G내장,,,"여성 건강 모니터링, 이동거리측정, 심박측정, 운동정보기록",,,"넘어짐 감지, 주변광센서, GPS, SOS안심서비스, 항상화면켜짐, 화면테마설정, 앱설치, 자이로센서, 가속계센서, 나침반센서, 기압센서, 음악 스트리밍",생활방수(최대50m),,최대18시간,,,배터리일체형,,,,,,,,,,,,,,,,,
58440,스마트워치,밴드교체형,"1.0""",128x128,LCD,터치스크린,블루투스4.0,,,"SNS, 문자, 전화",,,"이동거리측정, 달리기, 심박측정, 칼로리측정, 만보계",,,"날짜,요일표시, GPS, 원격촬영, 날씨",생활방수(IP68),,5~7일,15일,,배터리일체형,300mAh,,,,,,,,,,,,,,,,
23670,스마트워치,"0.96""",80x160,블루투스4.0,,,"문자, 전화",,,"심박측정, 수면패턴분석",,,생활방수(IP67),,,7일,,,105mAh,25g,,,,,,,,,,,,,,,,,,,
336000,스마트워치,무선랜(WiFi),"1.19""",터치스크린,블루투스4.1BLE,,"문자, 전화",,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,음악플레이어,"방수,방진(IP67)",,,,,,,,,,,,,,,,,,,,,,,,
70980,스마트워치,밴드일체형,"1.22""",240x240,,,"문자, 전화",,,"혈압측정, 심박측정",,,"기온, 타이머, 원격촬영(iOS미지원), 알람설정",생활방수(IP67),,150mAh,,,,,,,,,,,,,,,,,,,,,,,
466500,스마트워치,밴드교체형,LTE,무선랜(WiFi),블루투스4.2,iOS,16G내장,,,"e메일, 문자, 전화",,,"호흡가이드, 일일활동량측정, 이동거리측정, 수영모니터링, 심박측정, 운동정보기록, 운동코칭, 만보계",,,"심박센서, GPS, 음성명령(Siri), 자이로센서, 가속계센서, 기압센서, 음악 스트리밍",방수(최대50m),,18시간,,,배터리일체형,알루미늄,,,,,,,,,,,,,,,,
215100,스마트워치,밴드교체형,전화통화,iOS,,,"내장스피커,마이크",,,"e메일, 일정, 문자, 전화",,,"심박측정, 칼로리측정, 운동정보기록, 만보계",,,"심박센서, 음악재생(저장가능), 내휴대폰찾기, 원격촬영, 사진앨범, 날씨, 스톱워치, 음성명령(Siri)",생활방수,,18시간,,,배터리일체형,알루미늄,,,,,,,,,,,,,,,,
27960,스마트워치,"1.3""",IPS,터치스크린,,,"SNS, 문자, 전화",,,"이동거리측정, 심박측정, 칼로리측정, 수면패턴분석, 만보계",,,심박센서,음악플레이어,생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,
379000,스마트워치,밴드교체형,무선랜(WiFi),전화통화,블루투스,iOS,듀얼코어,8G내장,,"일정, 문자, 전화",,,"스트레스모니터링, 일일활동량측정, 이동거리측정, 달리기, 심박측정, 칼로리측정, 운동정보기록, 운동코칭",,,"심박센서, GPS, SOS안심서비스, 고도센서, 기압센서",방수(최대50m),,18시간,,,배터리일체형,,,,,,,,,,,,,,,,,
268990,스마트워치,밴드교체형,전화통화,iOS,,,"내장스피커,마이크",,,"e메일, 일정, 문자, 전화",,,"심박측정, 칼로리측정, 운동정보기록, 만보계",,,"심박센서, 음악재생(저장가능), 내휴대폰찾기, 원격촬영, 사진앨범, 날씨, 스톱워치, 음성명령(Siri)",생활방수,,18시간,,,배터리일체형,알루미늄,,,,,,,,,,,,,,,,
164710,스마트워치,밴드교체형,블루투스,"이동거리측정, 칼로리측정, 수면패턴분석",,,"고도센서, 알람설정",방수(최대100m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154000,스마트워치,밴드교체형,무선랜(WiFi),"1.2""",218x218,크로마디스플레이,블루투스4.0LE,"iOS, 안드로이드",,32MB내장,,,"e메일, 문자, 전화",,,"일일활동량측정, 달리기, 사이클링, 수영모니터링, 트랙킹, 수면패턴분석",,,"GPS, 음성명령, 고도센서, 나침반센서, 기압센서, 알람설정, 진동경보",방수(최대100m),,배터리일체형,300mAh,135g,,,,,,,,,,,,,,,
320400,스마트워치,밴드교체형,무선랜(WiFi),전화통화,272x340,OLED,블루투스4.0,iOS,,듀얼코어,"내장스피커,마이크",,"SNS, e메일, 일정, 문자, 전화, 어플리케이션",,,"심박측정, 칼로리측정, 운동정보기록, 만보계",,,"심박센서, GPS, 음악재생(저장가능), 내휴대폰찾기, 원격촬영, 사진앨범, 날씨, 스톱워치, 음성명령(Siri)","생활방수, 방수(최대50m)",,약 18시간,,,배터리일체형,,,,,,,,,,,,,,
499000,스마트워치,터치스크린,,"칼로리측정, 만보계",,,"자이로센서, 알람설정",음악플레이어,생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53660,스마트워치,밴드교체형,전화통화,"1.2""",240x240,OLED,블루투스4.0,"iOS, 안드로이드",,MT2502A,,,"SNS, 문자, 전화",,,"일일활동량측정, 이동거리측정, 심박측정, 만보계",,,"심박센서, 분실방지",생활방수(IP55),,배터리,320mAh,,,,,,,,,,,,,,,,
348000,스마트워치,"1.19""",터치스크린,블루투스4.1,"iOS7.0이상, 안드로이드4.3이상",,"알람, 문자, 전화",,,"심박측정, 칼로리측정, 만보계",,,"날짜,요일표시, GPS, 화면테마설정, NFC, 무선충전, 알람설정",음악플레이어,생활방수,1~2일,,,스테인리스스틸,,,,,,,,,,,,,,,,,,,,
21040,스마트워치,"1.54""",240x240,LCD,블루투스3.0,"iOS, 안드로이드",MTK6261,32M,30만화소,"SNS, 문자, 전화",,,"수면패턴분석, 만보계, 스트레칭알림",,,"원격촬영, 분실방지, 계산기, 일정관리, 음성녹음, 알람설정, 음악 스트리밍",,,3시간,150시간,,배터리일체형,380mAh,80g,,,,,,,,,,,,,,,
143130,스마트워치,밴드교체형,"1.22""",240x240,터치스크린,블루투스4.2,"안드로이드5.0, iOS8.0이상",,,"SNS, 문자, 전화",,,"이동거리측정, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계",,,"원격촬영, 분실방지, 날씨, 알람설정, 진동경보, 음악 스트리밍",방수(5ATM),,3일,30일,,배터리일체형,200mAh,,,,,,,,,,,,,,,,
36380,스마트워치,"1.3""",OLED,블루투스4.1,iOS,,"SNS, 문자",,,"이동거리측정, 칼로리측정, 수면패턴분석, 만보계",,,"원격촬영, 분실방지",,,8일,60일,,배터리일체형,170mAh,36.5g,,,,,,,,,,,,,,,,,,
68700,스마트워치,블루투스4.0,,"문자, 전화",,,"여성 건강 모니터링, 혈압측정, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 수면패턴분석, 수분섭취알림",,,"원격촬영, 알람설정",생활방수(IP67),,20일,,,180mAh,,,,,,,,,,,,,,,,,,,,,,,
30000,스마트워치,"1.24""",,"문자, 전화",,,"이동거리측정, 칼로리측정",,,"원격촬영, 날씨, 스톱워치, 가속계센서",방수(5ATM),,580mAh,,,,,,,,,,,,,,,,,,,,,,,,,,
21310,스마트워치,"1.22""",240x240,블루투스4.0,,,"문자, 전화",,,"일일활동량측정, 이동거리측정, 칼로리측정, 만보계",,,방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,
119210,스마트워치,밴드교체형,블루투스,"이동거리측정, 칼로리측정, 수면패턴분석",,,"고도센서, 알람설정",방수(최대100m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69810,스마트워치,"1.3""",LCD,블루투스4.0,,,"문자, 전화",,,"혈압측정, 이동거리측정, 달리기, 사이클링, 심박측정, 칼로리측정, 수면패턴분석",,,"날짜,요일표시, 원격촬영, 스톱워치",생활방수(IP67),,10-12일,,,,,,,,,,,,,,,,,,,,,,,
46650,스마트밴드,밴드교체형,,"SNS, 전화",,,"혈압측정, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석",,,알람설정,생활방수,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598860,스마트워치,밴드교체형,3G,무선랜(WiFi),전화통화,"1.2""",360x360,슈퍼AM-OLED,터치스크린,블루투스4.1,타이젠,"안드로이드4.4이상, iOS9.0이상","1GHz, 듀얼코어",512M,4G내장,"SNS, e메일, 일정, 문자, 전화",,,"심박측정, 운동정보기록",,,"심박센서, GPS, S보이스, 연락처연동, 화면테마설정, 자이로센서, 가속계센서, 무선충전, 원형휠UX",음악플레이어,생활방수(IP68),2일,,,배터리일체형,300mAh,"실버,다크그레이",51g,,,,,,,,
1320000,스마트워치,밴드교체형,무선랜(WiFi),368x448,OLED,터치스크린,블루투스5.0,,,32G내장,,,"여성 건강 모니터링, 이동거리측정, 심박측정, 운동정보기록",,,"넘어짐 감지, 주변광센서, GPS, SOS안심서비스, 항상화면켜짐, 화면테마설정, 앱설치, 자이로센서, 가속계센서, 나침반센서, 기압센서, 음악 스트리밍",생활방수(최대50m),,최대18시간,,,배터리일체형,,,,,,,,,,,,,,,,,
69570,스마트워치,블루투스,,"심박측정, 만보계",,,"GPS, 나침반센서, 알람설정",방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62810,스마트워치,"1.3""",블루투스4.0,"iOS8.0이상, 안드로이드4.4이상",,,"SNS, 알람, 문자, 전화",,,"이동거리측정, 달리기, 사이클링, 심박측정, 칼로리측정, 수면패턴분석, 만보계, 스트레칭알림",,,"날짜,요일표시, 다중언어, 원격촬영, 스톱워치, 알람설정",음악플레이어,생활방수,배터리일체형,230mAh,"실버, 블랙",152g,,,,,,,,,,,,,,,,,,,,
25380,스마트워치,"1.3""",240x240,터치스크린,블루투스4.0,"안드로이드4.4이상, iOS9.0이상","문자, 전화",,,"이동거리측정, 달리기, 사이클링, 칼로리측정, 수면패턴분석, 만보계, 스트레칭알림",,,"날짜,요일표시, 다중언어, 스톱워치, 알람설정, 진동경보",생활방수(IP68),,7일,14일,,배터리일체형,110mAh,,,,,,,,,,,,,,,,,,,
169000,스마트워치,밴드교체형,LCD,터치스크린,블루투스4.0,,"호흡가이드, 일일활동량측정, 심박측정, 칼로리측정, 수면패턴분석, 만보계",,,GPS,방수(최대50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,
61590,스마트워치,"1.3""",IPS,블루투스3.0,,,"문자, 전화",,,"심박측정, 운동정보기록, 수면패턴분석",,,2일,,,280mAh,,,,,,,,,,,,,,,,,,,,,,,
204840,스마트워치,밴드교체형,"1.6""",220x176,블루투스3.0,안드로이드4.0이상,"SNS, RSS, e메일, 일정, 문자, 전화",,,"연락처연동, NFC(원터치페어링), 앱설치(구글플레이), 화면테마설정",음악플레이어,생활방수(IP57),3~4일,,,microUSB,알루미늄,블랙,4.2x4.1cm,48g,,,,,,,,,,,,,,,,,,,
50550,스마트워치,"1.3""",240x240,IPS,블루투스4.0,,"문자, 전화",,,"이동거리측정, 사이클링, 심박측정, 수면패턴분석",,,"GPS, 가속계센서, 알람설정",생활방수(IP67),,168시간,,,180mAh,,,,,,,,,,,,,,,,,,,,
145880,스마트워치,밴드교체형,전화통화,"1.22""",240x204,블루투스4.0,"iOS, 안드로이드",,,MTK6260,128M,32MB내장,300만화소,,,"SNS, 문자, 전화",,,"일일활동량측정, 심박측정, 칼로리측정, 만보계",,,"심박센서, 분실방지, 온도확인",음악플레이어,생활방수,,,,,,,,,,,,,,,
626800,스마트워치,밴드교체형,무선랜(WiFi),324x394,OLED,터치스크린,블루투스5.0,,,듀얼코어,16G내장,,"호흡가이드, 운동동작인식, 이동거리측정, 심박측정, 칼로리측정, 만보계",,,"기온, 넘어짐 감지, 심박센서, 주변광센서, GPS, 자이로센서, 가속계센서, 고도센서, 기압센서",음악플레이어,방수(5ATM),18시간,,,,,,,,,,,,,,,,,,,,
440820,스마트워치,,,"이동거리측정, 칼로리측정, 만보계",,,"날짜,요일표시, 폭풍알람, GPS, 고도센서, 나침반센서, 기압센서, 일출,일몰알림",방수(10ATM),,100시간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13850,스마트워치,"0.96""",OLED,블루투스4.0,,,"문자, 전화",,,"혈압측정, 이동거리측정, 심박측정",,,"원격촬영, 알람설정",생활방수(IP67),,28g,,,,,,,,,,,,,,,,,,,,,,,
326050,스마트워치,무선랜(WiFi),"1.39""",400x400,AM-OLED,블루투스4.2,512M,4G내장,,"달리기, 심박측정, 칼로리측정, 만보계",,,"앱설치(구글플레이), 자이로센서, NFC",생활방수(IP68),,"2일(스마트모드),30일(기본모드)",,,배터리일체형,415mAh,,,,,,,,,,,,,,,,,,,
45510,스마트워치,,,"SNS, 문자, 전화",,,"혈압측정, 이동거리측정, 달리기, 사이클링, 심박측정, 칼로리측정, 수면패턴분석, 만보계, 스트레칭알림",,,"날짜,요일표시, 내휴대폰찾기, 스톱워치",생활방수(IP67),,배터리일체형,250mAh,,,,,,,,,,,,,,,,,,,,,,,,,
489990,스마트워치,"1.2""",390x390,AM-OLED,터치스크린,,"문자, 전화",,,"스트레스모니터링, 달리기, 사이클링, 심박측정, 운동정보기록, 수면패턴분석",,,"날짜,요일표시, GPS, 음악재생(저장가능), 내휴대폰찾기, 날씨, 스톱워치, 가속계센서, 온도확인, 기압센서, 알람설정, 일출,일몰알림",방수(5ATM),,최대5일,,,스테인리스스틸,46.3g,,,,,,,,,,,,,,,,,,,
20930,스마트워치,"1.3""",240x240,"문자, 전화",,,"달리기, 사이클링, 수영모니터링, 심박측정, 수면패턴분석",,,"내휴대폰찾기, 원격촬영, 스톱워치, 알람설정",생활방수(IP67),,7일,15일,,180mAh,,,,,,,,,,,,,,,,,,,,,,,
57990,스마트워치,"1.3""",,"문자, 전화",,,"혈압측정, 이동거리측정, 사이클링, 수영모니터링, 심박측정, 수면패턴분석",,,원격촬영,생활방수(IP68),,5-7일,,,200mAh,34.4g,,,,,,,,,,,,,,,,,,,,,,
95350,스마트워치,밴드교체형,144x168,블루투스2.1EDR,"iOS, 안드로이드",,"SNS, 문자, 전화",,,연락처연동,생활방수,,전용거치대,"레드, 블랙, 화이트",150g,,,,,,,,,,,,,,,,,,,,,,,,
397510,스마트워치,밴드교체형,LTE,무선랜(WiFi),블루투스4.2,iOS,16G내장,,,"e메일, 문자, 전화",,,"호흡가이드, 일일활동량측정, 이동거리측정, 수영모니터링, 심박측정, 운동정보기록, 운동코칭, 만보계",,,"심박센서, GPS, 음성명령(Siri), 자이로센서, 가속계센서, 기압센서, 음악 스트리밍",방수(최대50m),,18시간,,,배터리일체형,알루미늄,,,,,,,,,,,,,,,,
112980,스마트워치,"2.2""",320x240,LED,터치스크린,블루투스4.0,안드로이드4.4,,,"1.2GHz, MT6572, 듀얼코어",512M,4G내장,"SNS, 문자, 전화",,,"GPS, 음성명령(구글나우), 음악 스트리밍",,,배터리일체형,900mAh,,,,,,,,,,,,,,,,,,,
659000,스마트워치,밴드교체형,무선랜(WiFi),324x394,OLED,터치스크린,블루투스5.0,,,32G내장,,,"문자, 전화",,,"여성 건강 모니터링, 이동거리측정, 심박측정, 운동정보기록",,,"넘어짐 감지, 주변광센서, GPS, SOS안심서비스, 항상화면켜짐, 화면테마설정, 앱설치, 자이로센서, 가속계센서, 나침반센서, 기압센서, 음악 스트리밍",생활방수(최대50m),,최대18시간,,,배터리일체형,,,,,,,,,,,,,,
137470,스마트워치,전화통화,"1.55""",240x240,,,128M,64MB내장,"microSD,최대32G",내장,,,"SNS, 문자, 전화",,,"수면패턴분석, 만보계",,,음악플레이어,생활방수,,배터리,450mAh,,,,,,,,,,,,,,,,
73620,스마트워치,"1.0""",블루투스5.0,"iOS8.0이상, 안드로이드4.4이상",,,"문자, 전화",,,"혈압측정, 달리기, 사이클링, 심박측정, 수면패턴분석",,,날씨,생활방수,,7일,,,100mAh,,,,,,,,,,,,,,,,,,,,
54940,스마트워치,"1.3""",240x240,OLED,블루투스4.0,,128M,64MB내장,,"문자, 전화",,,"이동거리측정, 달리기, 심박측정, 칼로리측정, 만보계",,,"원격촬영, 분실방지, 화면테마설정",,,배터리일체형,300mAh,"실버, 블랙, 로즈골드",,,,,,,,,,,,,,,,,,
38450,스마트워치,블루투스,"iOS7.0이상, 안드로이드4.3이상","문자, 전화",,,"칼로리측정, 만보계",,,원격촬영,생활방수(최대50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,
652410,스마트워치,밴드교체형,무선랜(WiFi),324x394,OLED,터치스크린,블루투스5.0,,,32G내장,,,"문자, 전화",,,"여성 건강 모니터링, 이동거리측정, 심박측정, 운동정보기록",,,"넘어짐 감지, 주변광센서, GPS, SOS안심서비스, 항상화면켜짐, 화면테마설정, 앱설치, 자이로센서, 가속계센서, 나침반센서, 기압센서, 음악 스트리밍",생활방수(최대50m),,최대18시간,,,배터리일체형,,,,,,,,,,,,,,
27130,스마트워치,밴드일체형,"1.1""",240x240,LCD,블루투스4.0,128M,128MB내장,,"문자, 전화",,,"원격촬영, 고도센서",생활방수(IP67),,300mAh,,,,,,,,,,,,,,,,,,,,,,,
188320,스마트워치,밴드교체형,LCD,블루투스4.0,"iOS, 안드로이드",,"일정, 문자, 전화",,,"호흡가이드, 일일활동량측정, FitStar, 스마트트랙, 심박측정, 수면패턴분석, 만보계",,,심박센서,음악플레이어,생활방수,5일,,,"블랙, 블루, 퍼플",,,,,,,,,,,,,,,,,,,,
726690,스마트워치,밴드교체형,무선랜(WiFi),368x448,OLED,터치스크린,블루투스5.0,,,듀얼코어,16G내장,,"호흡가이드, 운동동작인식, 이동거리측정, 심박측정, 칼로리측정, 만보계",,,"기온, 넘어짐 감지, 심박센서, 주변광센서, GPS, 자이로센서, 가속계센서, 고도센서, 기압센서",음악플레이어,방수(최대50m),18시간,,,,,,,,,,,,,,,,,,,,
40790,스마트워치,"1.3""",240x240,터치스크린,블루투스4.0,"iOS7.0이상, 안드로이드4.0이상","SNS, 문자, 전화",,,"혈압측정, 혈중산소농도, 이동거리측정, 달리기, 사이클링, 수영모니터링, 심박측정, 칼로리측정, 만보계",,,"날짜,요일표시, 다중언어, 원격촬영, 화면테마설정, 알람설정",음악플레이어,생활방수(IP67),배터리일체형,150mAh,,,,,,,,,,,,,,,,,,,,,,
45900,스마트워치,"1.3""",블루투스4.0,"아이폰4s이상, 안드로이드4.4이상",,,"문자, 전화",,,"여성 건강 모니터링, 이동거리측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계",,,생활방수(IP67),,,10일,,,배터리일체형,240mAh,42g,,,,,,,,,,,,,,,,,,
40810,스마트워치,"0.95""",OLED,"SNS, 문자, 전화",,,"이동거리측정, 심박측정, 칼로리측정, 수면패턴분석, 만보계",,,심박센서,생활방수,,7일,,,배터리일체형,130mAh,"그린, 레드, 블랙, 옐로우, 그레이",39g,,,,,,,,,,,,,,,,,,,,
137000,스마트워치,밴드교체형,전화통화,"1.54""",240x240,LCD,블루투스4.0,"iOS, 안드로이드",,"SNS, e메일, 문자, 전화",,,"심박측정, 수면패턴분석, 만보계",,,"심박센서, 내휴대폰찾기, 원격촬영, 분실방지, 연락처연동",음악플레이어,생활방수(IP65),8시간,72시간,,배터리일체형,280mAh,"실버, 골드",82g,,,,,,,,,,,,,,
61760,스마트워치,밴드일체형,"0.96""",80x160,LCD,블루투스4.0,"문자, 전화",,,"혈압측정, 혈중산소농도, 심박측정, 수면패턴분석",,,생활방수(IP68),,,15일,20일,,70g,,,,,,,,,,,,,,,,,,,,
283600,스마트워치,,,4G내장,,,심박측정,,,"타이머, GPS, 알람설정",방수(3ATM),,스테인리스스틸,,,,,,,,,,,,,,,,,,,,,,,,,,
87420,블루투스시계,OLED,블루투스2.0,전화,,,"레드, 블랙, 화이트",52g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35760,스마트워치,블루투스,"iOS7.0이상, 안드로이드4.3이상","문자, 전화",,,"이동거리측정, 칼로리측정, 만보계",,,원격촬영,방수(5ATM),,그린,,,,,,,,,,,,,,,,,,,,,,,,,,
652410,스마트워치,밴드교체형,무선랜(WiFi),324x394,OLED,터치스크린,블루투스5.0,,,32G내장,,,"문자, 전화",,,"여성 건강 모니터링, 이동거리측정, 심박측정, 운동정보기록",,,"넘어짐 감지, 주변광센서, GPS, SOS안심서비스, 항상화면켜짐, 화면테마설정, 앱설치, 자이로센서, 가속계센서, 나침반센서, 기압센서, 음악 스트리밍",생활방수(최대50m),,최대18시간,,,배터리일체형,,,,,,,,,,,,,,
388810,스마트워치,AM-OLED,,심박측정,,,알람설정,음악플레이어,방수(3ATM),알루미늄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27885,스마트워치,"1.3""",IPS,"문자, 전화",,,"이동거리측정, 심박측정, 칼로리측정",,,"날짜,요일표시, 내휴대폰찾기, 스톱워치, 알람설정",,,60일,,,260mAh,,,,,,,,,,,,,,,,,,,,,,,
33570,스마트워치,"iOS8.0이상, 안드로이드4.4이상",,"문자, 전화",,,"혈압측정, 이동거리측정, 심박측정, 칼로리측정, 수면패턴분석",,,생활방수(IP68),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259890,스마트워치,밴드일체형,블루투스4.0,"iOS, 안드로이드4.2.2이상",,,"SNS, e메일, 일정, 전화",,,내휴대폰찾기,음악플레이어,생활방수,"그린, 블랙, 화이트",5.3x5.0cm,65g,,,,,,,,,,,,,,,,,,,,,,,,
19170,스마트워치,"0.42""",,"문자, 전화",,,"혈압측정, 심박측정, 수면패턴분석",,,심박센서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139920,스마트워치,"1.0""",IPS,문자,,,"혈압측정, 이동거리측정, 심박측정, 수면패턴분석",,,생활방수(IP68),,,최대6일,15-30일,,140mAh,30g,,,,,,,,,,,,,,,,,,,,,,
32260,스마트워치,"0.96""",96x64,LCD,"iOS8.0이상, 안드로이드4.3이상",,"문자, 전화",,,"혈압측정, 이동거리측정, 달리기, 수영모니터링, 심박측정, 수면패턴분석",,,"날짜,요일표시, 원격촬영, 알람설정",,,25일,,,80mAh,,,,,,,,,,,,,,,,,,,,
143130,스마트워치,밴드교체형,"1.22""",240x240,터치스크린,블루투스4.2,"안드로이드5.0, iOS8.0이상",,,"SNS, 문자, 전화",,,"이동거리측정, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계",,,"원격촬영, 분실방지, 날씨, 알람설정, 진동경보, 음악 스트리밍",방수(5ATM),,3일,30일,,배터리일체형,200mAh,,,,,,,,,,,,,,,,
496400,스마트워치,"1.23""",215x180,블루투스,"아이폰4s이상, 안드로이드4.3이상",,"SNS, e메일, 문자, 전화",,,"일일활동량측정, 이동거리측정, 달리기, 사이클링, 수영모니터링, 트랙킹, 심박측정, 칼로리측정, 수면패턴분석, 만보계, 스키",,,"심박센서, GPS, 내휴대폰찾기, 가속계센서",음악플레이어,방수(5ATM),40.2g,,,,,,,,,,,,,,,,,,,,,,,
1002000,스마트워치,밴드교체형,무선랜(WiFi),"1.2""",218x218,블루투스4.0LE,"iOS, 안드로이드",,,32MB내장,,,"e메일, 문자, 전화",,,"일일활동량측정, 달리기, 사이클링, 수영모니터링, 트랙킹, 심박측정, 수면패턴분석",,,"심박센서, GPS, 음성명령, 고도센서, 나침반센서, 기압센서, 알람설정, 진동경보",방수(10ATM),,배터리일체형,300mAh,86.1g,,,,,,,,,,,,,,,
103170,스마트밴드,"0.96""",80x160,"문자, 전화",,,"혈압측정, 이동거리측정, 심박측정, 수면패턴분석",,,원격촬영,생활방수,,3일,,,90mAh,,,,,,,,,,,,,,,,,,,,,,,
179000,스마트워치,밴드교체형,2G(국내USIM사용X),전화통화,"1.22""",240x206,IPS,블루투스4.0,"iOS, 안드로이드",64M,128MB내장,,"SNS, 문자, 전화",,,"심박측정, 수면패턴분석, 만보계",,,"심박센서, 내휴대폰찾기, 원격촬영, 음성명령",음악플레이어,생활방수(IP53),4시간,150시간,,배터리일체형,320mAh,"실버, 블랙, 골드",,,,,,,,,,,,
393300,스마트워치,블루투스,,"이동거리측정, 심박측정, 칼로리측정",,,"심박센서, GPS, 고도센서, 나침반센서, 기압센서",방수(10ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505920,스마트워치,밴드교체형,LTE,무선랜(WiFi),368x448,OLED,터치스크린,블루투스5.0,,듀얼코어,16G내장,,"호흡가이드, 운동동작인식, 이동거리측정, 심박측정, 칼로리측정, 만보계",,,"기온, 넘어짐 감지, 심박센서, 주변광센서, GPS, 자이로센서, 가속계센서, 고도센서, 기압센서",음악플레이어,방수(최대50m),18시간,,,,,,,,,,,,,,,,,,,,
35600,스마트워치,"0.96""",80x160,IPS,블루투스4.2,,"문자, 전화",,,"달리기, 사이클링",,,알람설정,생활방수(IP67),,최대7일,,,75mAh,,,,,,,,,,,,,,,,,,,,
