최저가,품목,밴드형태,네트워크,화면크기,해상도,화면종류,화면,블루투스버전,내장OS,호환가능OS,--,--,램,내장메모리,--,항목,--,--,건강관리,--,--,부가기능,방수기능,--,사용시간,--,--,배터리종류,배터리용량,재질,무게,--,--,--,--,--,--,--,--
81300,스마트밴드,"0.96""",OLED,블루투스4.0,,,"문자, 전화",,,"문자, 전화",,,"이동거리측정, 수영모니터링, 심박측정, 수면패턴분석",,,생활방수(IP67),,,30일,,,90mAh,TPU,,,,,,,,,,,,,,,,
439000,스마트워치,밴드교체형,LTE,무선랜(WiFi),전화통화,블루투스,iOS,,,듀얼코어,8G내장,,"일정, 문자, 전화",,,"스트레스모니터링, 일일활동량측정, 이동거리측정, 달리기, 심박측정, 칼로리측정, 운동정보기록, 운동코칭",,,"심박센서, GPS, SOS안심서비스, 고도센서, 기압센서",방수(최대50m),,18시간,,,배터리일체형,,,,,,,,,,,,,,
23490,스마트워치,수면패턴분석,"GPS, SOS안심서비스",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760600,스마트워치,밴드교체형,LTE,무선랜(WiFi),368x448,OLED,터치스크린,블루투스5.0,,듀얼코어,16G내장,,"호흡가이드, 운동동작인식, 이동거리측정, 심박측정, 칼로리측정, 만보계",,,"기온, 넘어짐 감지, 심박센서, 주변광센서, GPS, 자이로센서, 가속계센서, 고도센서, 기압센서",음악플레이어,방수(최대50m),18시간,,,,,,,,,,,,,,,,,,,,
80980,스마트워치,"1.54""",,"달리기, 사이클링, 심박측정, 수면패턴분석",,,GPS,,,480mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990000,스마트워치,밴드교체형,무선랜(WiFi),324x394,OLED,터치스크린,블루투스5.0,,,32G내장,,,"문자, 전화",,,"여성 건강 모니터링, 이동거리측정, 심박측정, 운동정보기록",,,"넘어짐 감지, 주변광센서, GPS, SOS안심서비스, 항상화면켜짐, 화면테마설정, 앱설치, 자이로센서, 가속계센서, 나침반센서, 기압센서, 음악 스트리밍",생활방수(최대50m),,최대18시간,,,배터리일체형,,,,,,,,,,,,,,
43650,스마트워치,240x240,블루투스4.0,"문자, 전화",,,"혈압측정, 이동거리측정, 달리기, 사이클링, 심박측정",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532010,스마트워치,LTE,"1.39""",454x454,AM-OLED,블루투스4.0,MTK6739,16G내장,,"문자, 전화",,,"이동거리측정, 심박측정, 칼로리측정",,,"날짜,요일표시, GPS, 알람설정",,,4일,,,545mAh,,,,,,,,,,,,,,,,,
849000,스마트워치,밴드교체형,무선랜(WiFi),324x394,OLED,터치스크린,블루투스5.0,,,32G내장,,,"문자, 전화",,,"여성 건강 모니터링, 이동거리측정, 심박측정, 운동정보기록",,,"넘어짐 감지, 주변광센서, GPS, SOS안심서비스, 항상화면켜짐, 화면테마설정, 앱설치, 자이로센서, 가속계센서, 나침반센서, 기압센서, 음악 스트리밍",생활방수(최대50m),,최대18시간,,,배터리일체형,,,,,,,,,,,,,,
53970,스마트워치,"1.3""",240x240,"문자, 전화",,,심박측정,,,알람설정,생활방수(IP68),,최대30일,,,400mAh,,,,,,,,,,,,,,,,,,,,,,,
75840,스마트워치,"0.96""",80x160,"혈압측정, 심박측정, 칼로리측정, 수면패턴분석",,,"원격촬영, 알람설정",생활방수(IP67),,90mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27000,스마트워치,"1.3""",240x240,IPS,,,"문자, 전화",,,"이동거리측정, 심박측정, 칼로리측정, 수면패턴분석",,,생활방수(IP67),,,최대7일,,,200mAh,27g,,,,,,,,,,,,,,,,,,,
27870,스마트워치,"0.96""",80x160,IPS,블루투스4.0,"안드로이드4.4이상, iOS9.0이상","문자, 전화",,,"수면패턴분석, 만보계",,,"원격촬영, 날씨",생활방수(IP67),,90mAh,TPU,,,,,,,,,,,,,,,,,,,,,,
35490,스마트워치,"1.1""",,"문자, 전화",,,"원격촬영, 알람설정",방수(5ATM),,540일,,,300mAh,82g,,,,,,,,,,,,,,,,,,,,,,,,,
16310,스마트워치,"1.3""",블루투스4.0,"안드로이드4.2이상, iOS8.0이상",,,"달리기, 사이클링, 수영모니터링",,,생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588040,스마트워치,밴드교체형,LTE,무선랜(WiFi),368x448,OLED,터치스크린,블루투스5.0,,듀얼코어,16G내장,,"호흡가이드, 운동동작인식, 이동거리측정, 달리기, 사이클링, 수영모니터링, 트랙킹, 심박측정, 칼로리측정, 만보계",,,"기온, 넘어짐 감지, 심박센서, 주변광센서, GPS, 날씨, 자이로센서, 가속계센서, 고도센서, 기압센서",음악플레이어,방수(최대50m),18시간,,,,,,,,,,,,,,,,,,,,
47180,스마트워치,블루투스4.0,,"문자, 전화",,,"혈압측정, 심박측정, 칼로리측정, 수면패턴분석",,,"원격촬영, 알람설정",생활방수(IP67),,110mAh,,,,,,,,,,,,,,,,,,,,,,,,,,
478000,스마트워치,"1.1""",터치스크린,"심박센서, GPS, 내휴대폰찾기, 스톱워치, 알람설정, 일출,일몰알림",방수(5ATM),,5일,,,스테인리스스틸,40g,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28360,스마트밴드,"0.96""",80x160,"문자, 전화",,,"달리기, 사이클링, 수영모니터링, 심박측정",,,"GPS, 원격촬영",생활방수(IP67),,14.3g,,,,,,,,,,,,,,,,,,,,,,,,,,
183590,스마트워치,터치스크린,블루투스4.1,"알람, 문자, 전화",,,"일일활동량측정, 수면패턴분석",,,"날짜,요일표시, GPS, 무선충전, 알람설정",음악플레이어,생활방수,6개월,,,스테인리스스틸,,,,,,,,,,,,,,,,,,,,,,,
30840,스마트워치,"1.3""",240x240,"문자, 전화",,,"심박측정, 운동정보기록, 수면패턴분석",,,알람설정,생활방수,,24시간,,,300mAh,,,,,,,,,,,,,,,,,,,,,,,
48000,스마트워치,"1.3""",240x240,블루투스4.0,,,"문자, 전화",,,"이동거리측정, 달리기, 칼로리측정, 수면패턴분석",,,"날짜,요일표시, 원격촬영, 스톱워치","생활방수(IP67), 방수(5ATM)",,24개월,,,610mAh,58g,,,,,,,,,,,,,,,,,,,
43390,스마트워치,"1.3""",240x240,블루투스4.0LE,,,"달리기, 사이클링, 수영모니터링, 심박측정, 수면패턴분석",,,15일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41890,스마트워치,"1.22""",,"문자, 전화",,,"이동거리측정, 칼로리측정, 수면패턴분석",,,가속계센서,생활방수(IP67),,24시간,,,,,,,,,,,,,,,,,,,,,,,,,,
363530,스마트워치,블루투스4.1,,"문자, 전화",,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,음악플레이어,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,
325850,스마트워치,블루투스4.1,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,음악플레이어,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17550,스마트워치,블루투스,,"문자, 전화",,,"이동거리측정, 달리기, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계",,,스톱워치,생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,,,
78080,스마트워치,"1.0""",128x128,LCD,블루투스4.0,,SNS,,,"이동거리측정, 달리기, 사이클링, 심박측정, 칼로리측정, 운동정보기록, 만보계",,,"GPS, 나침반센서",생활방수(IP67),,배터리일체형,460mAh,,,,,,,,,,,,,,,,,,,,,,
125100,스마트워치,밴드교체형,"1.0""",240x240,터치스크린,블루투스4.2,"안드로이드5.0, iOS8.0이상",,,"SNS, 문자, 전화",,,"이동거리측정, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계",,,"원격촬영, 분실방지, 날씨, 알람설정, 진동경보, 음악 스트리밍",방수(5ATM),,3일,30일,,배터리일체형,180mAh,,,,,,,,,,,,,,,,
139000,스마트워치,밴드교체형,"1.0""",240x240,터치스크린,블루투스4.2,"안드로이드5.0, iOS8.0이상",,,"SNS, 문자, 전화",,,"이동거리측정, 심박측정, 칼로리측정, 운동정보기록, 수면패턴분석, 만보계",,,"원격촬영, 분실방지, 날씨, 알람설정, 진동경보, 음악 스트리밍",방수(5ATM),,3일,30일,,,,,,,,,,,,,,,,,,,
75599,스마트워치,"1.2""",LCD,블루투스4.2,"iOS8.0이상, 안드로이드4.3이상",,"SNS, 문자, 전화",,,"이동거리측정, 달리기, 사이클링, 심박측정, 칼로리측정, 수면패턴분석, 만보계",,,"날짜,요일표시, 다중언어, GPS, SOS안심서비스, 날씨, 배터리확인, 나침반센서",방수(최대100m),,"4~9일(일반),10.5~14.5시간(GPS모드)",20일,,배터리일체형,450mAh,,,,,,,,,,,,,,,,,,,
180760,스마트워치,3G,전화통화,"1.4""",400x400,OLED,터치스크린,블루투스4.1,"iOS, 안드로이드","iOS8.0이상, 안드로이드4.3이상",,,512M,4G내장,,"알람, 문자, 전화",,,"심박측정, 운동정보기록",,,"GPS, 음성명령(구글나우), 자이로센서, 가속계센서, 나침반센서, 알람설정",생활방수(IP67),,48시간,,,배터리일체형,300mAh,실리콘,41.5g,,,,,,,,
896400,스마트워치,밴드교체형,LTE,무선랜(WiFi),324x394,OLED,터치스크린,블루투스5.0,,듀얼코어,16G내장,,"호흡가이드, 운동동작인식, 이동거리측정, 심박측정, 칼로리측정, 만보계",,,"기온, 넘어짐 감지, 심박센서, 주변광센서, GPS, 자이로센서, 가속계센서, 고도센서, 기압센서",음악플레이어,방수(5ATM),18시간,,,,,,,,,,,,,,,,,,,,
305900,스마트워치,블루투스4.1,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,음악플레이어,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179100,스마트워치,블루투스,,"문자, 전화",,,"사진앨범, 진동경보",방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32260,스마트워치,LCD,터치스크린,블루투스4.0,"iOS8.0이상, 안드로이드4.4이상",,"SNS, 문자, 전화",,,"혈압측정, 혈중산소농도, 이동거리측정, 달리기, 심박측정, 칼로리측정, 수면패턴분석, 만보계",,,"날짜,요일표시, 원격촬영, 분실방지, 화면테마설정",생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,
32260,스마트워치,밴드교체형,"1.3""",240x240,IPS,터치스크린,블루투스4.0,,,"SNS, 문자, 전화",,,"혈중산소농도, 이동거리측정, 달리기, 사이클링, 트랙킹, 심박측정, 칼로리측정, 수면패턴분석, 만보계",,,원격촬영,생활방수(IP68),,배터리일체형,,,,,,,,,,,,,,,,,,,,
759100,스마트워치,밴드교체형,LTE,무선랜(WiFi),324x394,OLED,터치스크린,블루투스5.0,,듀얼코어,16G내장,,"호흡가이드, 운동동작인식, 이동거리측정, 심박측정, 칼로리측정, 만보계",,,"기온, 넘어짐 감지, 심박센서, 주변광센서, GPS, 자이로센서, 가속계센서, 고도센서, 기압센서",음악플레이어,방수(5ATM),18시간,,,,,,,,,,,,,,,,,,,,
430300,스마트워치,무선랜(WiFi),,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331150,스마트워치,블루투스4.1,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304000,스마트워치,블루투스4.1,,"SNS, 문자, 전화",,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,음악플레이어,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,
393800,스마트워치,,,"이동거리측정, 심박측정, 칼로리측정, 만보계",,,심박센서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353390,스마트워치,,,"SNS, 문자, 전화",,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,음악플레이어,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,
373220,스마트워치,블루투스4.1,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,음악플레이어,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93010,스마트워치,밴드일체형,360x360,블루투스4.0,안드로이드5.1,안드로이드2.3이상,"1.3GHz, MTK6580, 쿼드코어",512M,8G내장,문자,,,"날짜,요일표시, GPS, 음악재생(저장가능), 날씨, 계산기, 알람설정",,,microUSB,,,,,,,,,,,,,,,,,,,,,,,
76320,스마트워치,128x128,"iOS8.0이상, 안드로이드4.3이상","SNS, 알람, 문자, 전화",,,"혈압측정, 이동거리측정, 달리기, 사이클링, 심박측정, 칼로리측정, 운동정보기록, 만보계",,,"날짜,요일표시, GPS, 온도확인, 기압센서, 알람설정",생활방수,,7,,,57g,,,,,,,,,,,,,,,,,,,,,,,
435370,스마트워치,블루투스4.1,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,음악플레이어,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41990,스마트워치,"0.95""",OLED,터치스크린,블루투스4.0,"iOS8.0이상, 안드로이드4.4이상","SNS, 알람, 문자, 전화",,,"혈중산소농도, 이동거리측정, 달리기, 심박측정, 칼로리측정, 수면패턴분석, 만보계, 스트레칭알림",,,"다중언어, 알람설정",생활방수(IP68),,7일,15일,,105mAh,,,,,,,,,,,,,,,,,,,,
191730,스마트워치,블루투스4.1,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,음악플레이어,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32180,스마트워치,"1.3""",240x240,IPS,블루투스4.0,,"SNS, 문자, 전화",,,"혈중산소농도, 칼로리측정, 수면패턴분석, 만보계",,,생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,
28900,스마트워치,"0.96""",OLED,터치스크린,,,"SNS, 문자, 전화",,,"이동거리측정, 칼로리측정, 수면패턴분석, 만보계",,,스톱워치,,,,,,,,,,,,,,,,,,,,,,,,,,
330290,스마트워치,블루투스4.1,,"SNS, 문자, 전화",,,"칼로리측정, 수면패턴분석, 만보계",,,알람설정,음악플레이어,방수(3ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,
1255900,스마트워치,밴드교체형,LTE,무선랜(WiFi),324x394,OLED,터치스크린,블루투스5.0,,듀얼코어,16G내장,,"호흡가이드, 운동동작인식, 이동거리측정, 심박측정, 칼로리측정, 만보계",,,"기온, 넘어짐 감지, 심박센서, 주변광센서, GPS, 자이로센서, 가속계센서, 고도센서, 기압센서",음악플레이어,방수(5ATM),18시간,,,,,,,,,,,,,,,,,,,,
259710,스마트워치,터치스크린,,"일일활동량측정, 이동거리측정, 수영모니터링, 심박측정, 칼로리측정, 만보계",,,"날짜,요일표시, 다중언어, 듀얼타임, 심박센서, GPS, 스톱워치, 배터리확인, 고도센서, 나침반센서, 알람설정, 속도계",방수(10ATM),,12시간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289990,스마트워치,320x290,터치스크린,블루투스4.1,,,"문자, 전화",,,"칼로리측정, 만보계",,,음악플레이어,,,,,,,,,,,,,,,,,,,,,,,,,,
28500,스마트워치,"0.96""",블루투스4.0,"혈압측정, 혈중산소농도, 이동거리측정, 칼로리측정, 수면패턴분석, 만보계",,,생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35480,스마트워치,블루투스,,"일일활동량측정, 칼로리측정, 만보계",,,방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289000,스마트워치,밴드교체형,"1.5""",320x290,터치스크린,블루투스4.0,안드로이드웨어,안드로이드4.3이상,조도센서있음,1.2GHz,512M,4G내장,"SNS, 일정, 문자, 전화",,,심박측정,,,"심박센서, 음성명령(오케이구글), 앱설치(구글플레이), 화면테마설정",생활방수(IP67),,전용거치대,배터리일체형,320mAh,"그레이, 블랙",4.7x3.8cm,49g,,,,,,,,,,,,
608990,스마트워치,터치스크린,블루투스,"일일활동량측정, 이동거리측정, 심박측정, 칼로리측정, 만보계",,,"날짜,요일표시, 다중언어, 듀얼타임, 심박센서, GPS, 스톱워치, 고도센서, 나침반센서, 기압센서, 알람설정, 속도계",방수(10ATM),,26시간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265990,스마트워치,,,"이동거리측정, 심박측정, 만보계",,,"날짜,요일표시, 다중언어, 듀얼타임, 심박센서, GPS, 스톱워치, 배터리확인, 고도센서, 나침반센서, 알람설정",방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157170,스마트워치,전화통화,"1.22""",IPS,블루투스,"iOS, 안드로이드","SNS, 문자, 전화",,,"일일활동량측정, 심박측정, 수면패턴분석, 만보계",,,"심박센서, 분실방지",음악플레이어,생활방수,,,,,,,,,,,,,,,,,,,,,,,,
89100,스마트워치,밴드교체형,블루투스,"이동거리측정, 칼로리측정, 수면패턴분석",,,"고도센서, 알람설정",방수(최대100m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172180,스마트워치,밴드교체형,블루투스,"이동거리측정, 칼로리측정, 수면패턴분석",,,"고도센서, 알람설정",방수(최대100m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105570,스마트워치,터치스크린,,"혈중산소농도, 이동거리측정, 심박측정, 칼로리측정, 수면패턴분석, 만보계",,,심박센서,생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26090,스마트워치,"0.87""",OLED,터치스크린,블루투스4.0,,"문자, 전화",,,"이동거리측정, 칼로리측정, 수면패턴분석, 만보계",,,"내휴대폰찾기, 스톱워치",생활방수,,,,,,,,,,,,,,,,,,,,,,,,,
220880,스마트워치,밴드교체형,240x240,터치스크린,블루투스4.0,"iOS6.0이상, 안드로이드4.3이상",128M,,,"SNS, 문자, 전화",,,앱설치,,,microUSB,,,,,,,,,,,,,,,,,,,,,,,
281500,스마트워치,밴드일체형,블루투스,스톱워치,음악플레이어,생활방수,"블랙+실버,블랙+골드,블루+실버,레드+실버",5.5x5.2cm,66g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340900,스마트워치,밴드교체형,무선랜(WiFi),전화통화,272x340,OLED,블루투스4.0,iOS,,듀얼코어,"내장스피커,마이크",,"SNS, e메일, 일정, 문자, 전화, 어플리케이션",,,"심박측정, 칼로리측정, 운동정보기록, 만보계",,,"심박센서, GPS, 음악재생(저장가능), 내휴대폰찾기, 원격촬영, 사진앨범, 날씨, 스톱워치, 음성명령(Siri)","생활방수, 방수(최대50m)",,약 18시간,,,배터리일체형,,,,,,,,,,,,,,
47750,스마트워치,"0.96""",OLED,"이동거리측정, 심박측정, 칼로리측정, 만보계",,,"심박센서, GPS",방수(최대50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305180,스마트워치,"1.39""",400x400,슈퍼AM-OLED,블루투스4.0,,"SNS, 문자, 전화",,,"심박측정, 칼로리측정, 만보계",,,심박센서,,,,,,,,,,,,,,,,,,,,,,,,,,
808800,스마트워치,밴드교체형,LTE,무선랜(WiFi),368x448,OLED,터치스크린,블루투스5.0,,듀얼코어,16G내장,,"호흡가이드, 운동동작인식, 이동거리측정, 심박측정, 칼로리측정, 만보계",,,"기온, 넘어짐 감지, 심박센서, 주변광센서, GPS, 자이로센서, 가속계센서, 고도센서, 기압센서",음악플레이어,방수(최대50m),18시간,,,,,,,,,,,,,,,,,,,,
108430,스마트워치,전화통화,"1.54""",240x240,블루투스4.0,안드로이드,"SNS, 문자, 전화",,,"수면패턴분석, 만보계",,,"원격촬영, 연락처연동, 스톱워치",,,180시간,,,배터리,250mAh,"실버, 블랙, 화이트",,,,,,,,,,,,,,,,,,
139940,스마트워치,"1.54""",240x240,블루투스,안드로이드,,"MT6572, 듀얼코어",512M,4G내장,500만화소,,,"SNS, 문자, 전화",,,"일일활동량측정, 이동거리측정, 수면패턴분석, 만보계",,,분실방지,생활방수,,약 3일,,,배터리,600mAh,,,,,,,,,,,,,
467500,스마트워치,,,"이동거리측정, 심박측정",,,"심박센서, GPS, 고도센서, 기압센서",생활방수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989000,스마트워치,밴드교체형,무선랜(WiFi),블루투스,,,"심박측정, 운동정보기록",,,"심박센서, GPS, 음악재생(저장가능), 고도센서, 나침반센서, 기압센서",방수(10ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,
34000,스마트워치,"0.95""",OLED,블루투스4.0,,,"문자, 전화",,,"혈압측정, 혈중산소농도, 이동거리측정, 심박측정, 칼로리측정, 수면패턴분석, 만보계",,,"심박센서, 분실방지, 알람설정",,,,,,,,,,,,,,,,,,,,,,,,,,
35520,스마트워치,"0.86""",OLED,터치스크린,블루투스4.0,,"혈압측정, 혈중산소농도, 수면패턴분석, 만보계",,,생활방수(IP67),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106130,스마트워치,"1.54""",320x320,터치스크린,블루투스4.0,,만보계,,,GPS,생활방수(IP68),,,,,,,,,,,,,,,,,,,,,,,,,,,,
484290,스마트워치,밴드일체형,블루투스4.0,"iOS, 안드로이드4.2.2이상",,,"SNS, e메일, 일정, 문자, 전화",,,"내휴대폰찾기, 스톱워치",생활방수,,4.9x4.3cm,59g,,,,,,,,,,,,,,,,,,,,,,,,,
175000,스마트워치,밴드교체형,OLED,블루투스4.0,"iOS, 안드로이드",,"SNS, e메일, 일정, 알람, 문자, 전화",,,배터리일체형,"레드, 블랙, 화이트",,microUSB,,,,,,,,,,,,,,,,,,,,,,,,,,
1349100,스마트워치,밴드교체형,무선랜(WiFi),전화통화,272x340,OLED,블루투스4.0,iOS,,듀얼코어,"내장스피커,마이크",,"SNS, e메일, 일정, 문자, 전화, 어플리케이션",,,"심박측정, 칼로리측정, 운동정보기록, 만보계",,,"심박센서, GPS, 음악재생(저장가능), 내휴대폰찾기, 원격촬영, 사진앨범, 날씨, 스톱워치, 음성명령(Siri)","생활방수, 방수(최대50m)",,약 18시간,,,배터리일체형,,,,,,,,,,,,,,
1134000,스마트워치,밴드교체형,무선랜(WiFi),"1.2""",218x218,블루투스4.0LE,32MB내장,,,"SNS, e메일, 문자, 전화",,,"일일활동량측정, 달리기, 수영모니터링, 심박측정, 수면패턴분석, 만보계, 스키, 골프",,,"심박센서, GPS, 항상화면켜짐, 고도센서, 나침반센서, 기압센서",음악플레이어,방수(10ATM),"13시간(GPS),25시간(UltraTrac)",,,배터리일체형,180mAh,94g,가죽재질,,,,,,,,,,,,,,
207600,스마트워치,무선랜(WiFi),블루투스4.1,"수면패턴분석, 만보계",,,알람설정,음악플레이어,방수(5ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138010,스마트워치,밴드교체형,3G,AM-OLED,블루투스,"iOS, 안드로이드","심박측정, 수면패턴분석",,,"심박센서, 뉴스",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137410,스마트워치,밴드교체형,블루투스,"이동거리측정, 칼로리측정, 수면패턴분석",,,"고도센서, 알람설정",방수(최대100m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153250,스마트워치,밴드교체형,무선랜(WiFi),320x240,블루투스4.0,,"심박측정, 만보계",,,"심박센서, GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44170,스마트워치,밴드교체형,"0.95""",96x64,OLED,터치스크린,"혈압측정, 이동거리측정, 심박측정, 칼로리측정, 수면패턴분석, 만보계",,,심박센서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179500,스마트워치,밴드분리형(클립),"1.3""",128x128,OLED,블루투스3.0,안드로이드2.3이상,,,"SNS, e메일, 일정, 문자, 전화",,,"연락처연동, 앱설치(구글플레이), 화면테마설정",음악플레이어,,4일,14일,,USB클립,"실버, 라임, 블랙, 블루 외 2가지",3.6x3.6cm,26g,,,,,,,,,,,,,,,,,
178880,스마트워치,밴드교체형,블루투스,"iOS7.0이상, 안드로이드4.3이상",,,"SNS, e메일, 일정, 문자, 전화",,,"내휴대폰찾기, 원격촬영",음악플레이어,생활방수,"그린, 오렌지, 퍼플, 화이트 외 2가지",4.4cm,,,,,,,,,,,,,,,,,,,,,,,,,
178760,스마트워치,밴드교체형,블루투스3.0,안드로이드,,,"SNS, 전화",,,"칼로리측정, 운동정보기록",,,배터리일체형,,,,,,,,,,,,,,,,,,,,,,,,,,
478110,스마트워치,밴드교체형,LTE,무선랜(WiFi),iOS,,768M,16G내장,,심박측정,,,"심박센서, GPS, 음성명령(Siri), 자이로센서, 가속계센서, 기압센서",방수(최대50m),,18시간,,,배터리일체형,알루미늄,,,,,,,,,,,,,,,,,,,
299000,스마트워치,밴드교체형,"1.63""",320x320,AM-OLED,터치스크린,블루투스4.0,안드로이드4.3이상,,"1.2GHz, 스냅드레곤400",512M,4G내장,"e메일, 일정, 문자, 전화",,,"심박측정, 칼로리측정, 운동정보기록, 운동코칭",,,"심박센서, 내휴대폰찾기, 원격촬영, 음성명령(오케이구글), 화면테마설정",생활방수(IP55),,1일,,,전용거치대,배터리일체형,369mAh,75g,,,,,,,,,,,
50360,스마트워치,밴드일체형,블루투스4.0,"iOS8.0이상, 안드로이드4.4이상",,,"SNS, 문자, 전화",,,"이동거리측정, 심박측정, 칼로리측정, 수면패턴분석",,,심박센서,,,배터리일체형,90mAh,"실버, 레드, 블랙",,,,,,,,,,,,,,,,,,,,,
45900,스마트워치,"0.96""",OLED,터치스크린,,,"이동거리측정, 심박측정, 수면패턴분석, 만보계",,,"심박센서, GPS",생활방수(최대50m),,,,,,,,,,,,,,,,,,,,,,,,,,,,
938490,스마트워치,밴드교체형,무선랜(WiFi),블루투스,,,"심박측정, 운동정보기록",,,"심박센서, GPS, 음악재생(저장가능), 고도센서, 나침반센서, 기압센서",방수(10ATM),,,,,,,,,,,,,,,,,,,,,,,,,,,,
204680,스마트워치,OLED,블루투스,"iOS, 안드로이드",,,"SNS, e메일, 문자, 전화",,,"일일활동량측정, 칼로리측정, 수면패턴분석, 만보계",,,"스톱워치, 가속계센서",음악플레이어,,"7일(보조메시지화면),시계(12개월)",,,,,,,,,,,,,,,,,,,,,,,
178580,스마트워치,밴드일체형,3G,무선랜(WiFi),"1.39""",400x400,AM-OLED,블루투스4.0,안드로이드5.1이상,"심박측정, 만보계",,,"심박센서, GPS, 음악재생(저장가능)",생활방수,,350mAh,실리콘,,,,,,,,,,,,,,,,,,,,,,
56010,스마트워치,"0.95""",,"이동거리측정, 심박측정, 만보계",,,"심박센서, GPS, 고도센서, 기압센서",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
